Vaccine  ,Price Tier (group) (4.2),Source,Year (Price),Display Price
TT,Upper Middle Income,V3P,2018,1.446869800
TT,High Income & Super HICs,V3P,2018,2.640400905
TT,,UNICEF SD,2017,0.0531
TT,China & Lower Middle Income,V3P,2017,0.20125
TT,Upper Middle Income,V3P,2017,0.580744157
TT,High Income & Super HICs,V3P,2017,3.198389214
TT,,UNICEF SD,2016,0.0531
TT,China & Lower Middle Income,V3P,2016,0.379346
TT,Upper Middle Income,V3P,2016,0.840214273
TT,High Income & Super HICs,V3P,2016,3.670246429
TT,,UNICEF SD,2015,0.05
TT,China & Lower Middle Income,V3P,2015,
TT,Upper Middle Income,V3P,2015,
TT,High Income & Super HICs,V3P,2015,
TT,,UNICEF SD,2014,0.05
TT,China & Lower Middle Income,V3P,2014,
TT,Upper Middle Income,V3P,2014,
TT,High Income & Super HICs,V3P,2014,
TT,,UNICEF SD,2013,0.05
TT,Upper Middle Income,V3P,2013,
TT,High Income & Super HICs,V3P,2013,
TT,,UNICEF SD,2012,0.0295
TT,China & Lower Middle Income,V3P,2012,
Typhoid Ps,,PAHO,2021,10
Typhoid Ps,,PAHO,2020,10
Typhoid Ps,Upper Middle Income,V3P,2020,6.522469301
Typhoid Ps,High Income & Super HICs,V3P,2020,14.219694897
Typhoid Ps,,PAHO,2019,10
Typhoid Ps,Upper Middle Income,V3P,2019,6.936333908
Typhoid Ps,High Income & Super HICs,V3P,2019,11.970522061
Typhoid Ps,,PAHO,2018,9
Typhoid Ps,Upper Middle Income,V3P,2018,11.285959291
Typhoid Ps,High Income & Super HICs,V3P,2018,13.145826341
Typhoid Ps,,PAHO,2017,9
Typhoid Ps,Upper Middle Income,V3P,2017,8.283333333
Typhoid Ps,High Income & Super HICs,V3P,2017,13.359895551
Typhoid Ps,,PAHO,2016,8.9
Typhoid Ps,Upper Middle Income,V3P,2016,4.557522667
Typhoid Ps,High Income & Super HICs,V3P,2016,14.561545889
Typhoid Ps,,PAHO,2015,8.9
Typhoid Ps,Upper Middle Income,V3P,2015,
Typhoid Ps,High Income & Super HICs,V3P,2015,
Typhoid Ps,,PAHO,2014,8.2
Typhoid Ps,Upper Middle Income,V3P,2014,
Typhoid Ps,High Income & Super HICs,V3P,2014,
Typhoid Ps,Upper Middle Income,V3P,2013,
Typhoid Ps,High Income & Super HICs,V3P,2013,
Typhoid Ps,,PAHO,2012,7.8
Varicella,,PAHO,2021,15.365
Varicella,USA,CDC,2021,112.876666667
Varicella,,PAHO,2020,15.85
Varicella,High Income & Super HICs,V3P,2020,33.885285526
Varicella,USA,CDC,2020,107.536666667
Varicella,,PAHO,2019,16.5894
Varicella,Upper Middle Income,V3P,2019,19.810521913
Varicella,High Income & Super HICs,V3P,2019,24.353960266
Varicella,USA,CDC,2019,102.6275
Varicella,,PAHO,2018,14.459
Varicella,Upper Middle Income,V3P,2018,22.733069672
Varicella,High Income & Super HICs,V3P,2018,35.200646053
Varicella,USA,CDC,2018,95.13725
Varicella,,PAHO,2017,14.8502
Varicella,Upper Middle Income,V3P,2017,27.770001949
Varicella,High Income & Super HICs,V3P,2017,35.265381085
Varicella,USA,CDC,2017,84.968333333
Varicella,,PAHO,2016,14.8502
Varicella,Upper Middle Income,V3P,2016,19.194652333
Varicella,High Income & Super HICs,V3P,2016,43.133034462
Varicella,USA,CDC,2016,86.357222222
Varicella,,PAHO,2015,15.8
Varicella,Upper Middle Income,V3P,2015,
Varicella,High Income & Super HICs,V3P,2015,
Varicella,USA,CDC,2015,81.96
Varicella,,PAHO,2014,12.9
Varicella,Upper Middle Income,V3P,2014,
Varicella,High Income & Super HICs,V3P,2014,
Varicella,USA,CDC,2014,77.346666667
Varicella,,PAHO,2013,9.9
Varicella,Upper Middle Income,V3P,2013,
Varicella,High Income & Super HICs,V3P,2013,
Varicella,USA,CDC,2013,74.722222222
Varicella,,PAHO,2012,8.3
Varicella,USA,CDC,2012,71.6632
YF,,UNICEF SD,2021,0.97
YF,,PAHO,2021,1.355
YF,,UNICEF SD,2020,0.8885
YF,,PAHO,2020,1.355
YF,Upper Middle Income,V3P,2020,13.406908411
YF,High Income & Super HICs,V3P,2020,36.593987685
YF,,UNICEF SD,2019,0.889
YF,,PAHO,2019,1.43
YF,Upper Middle Income,V3P,2019,14.216723666
YF,High Income & Super HICs,V3P,2019,25.459789553
YF,,UNICEF SD,2018,0.97
YF,,PAHO,2018,1.355
YF,Upper Middle Income,V3P,2018,12.558181651
YF,High Income & Super HICs,V3P,2018,26.471548834
YF,,UNICEF SD,2017,0.846
YF,,PAHO,2017,1.1747
YF,Upper Middle Income,V3P,2017,10.709297562
YF,High Income & Super HICs,V3P,2017,35.7675
YF,,UNICEF SD,2016,0.769
YF,,PAHO,2016,1.1132
YF,Upper Middle Income,V3P,2016,13.2894505
YF,High Income & Super HICs,V3P,2016,25.351754686
YF,,UNICEF SD,2015,0.769
YF,,PAHO,2015,1.167
YF,Upper Middle Income,V3P,2015,
YF,High Income & Super HICs,V3P,2015,
YF,,UNICEF SD,2014,0.699
YF,,PAHO,2014,1.125
YF,Upper Middle Income,V3P,2014,
YF,High Income & Super HICs,V3P,2014,
YF,,UNICEF SD,2013,0.7
YF,,PAHO,2013,0.975
YF,High Income & Super HICs,V3P,2013,
YF,,UNICEF SD,2012,0.66
YF,,PAHO,2012,1.09
